DrugID,Formula,DrugName,Target,Disease,NewDisease
DB04835,C29H41F2N5O,Maraviroc,CCR5,Human immunodeficiency virus infection; Chronic obstructive pulmonary disease,Metastatic triple-negative breast cancer
DB00460,C41H42N4O8,Verteporfin,CNV,Macular degeneration; Psoriasis vulgaris,IDH Mutant Gliomas
DB00788,C14H14O3,Naproxen,PGH2; PGH1,Osteoarthritis; Pain,Influenza A virus.
DB09079,C31H33N5O4,Nintedanib,Receptor Tyrosine Kinases (RTKs),Idiopathic pulmonary fibrosis; Coronavirus Disease 2019 (COVID-19),Heart Failure
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Chronic Liver Thrombocytopenia; Idiopathic thrombocytopenic purpura,SARS-CoV-2
DB07615,C18H17NO5,Tranilast,HRH1; STS,Bronchial asthma; allergic rhinitis; Ocular allergy,Neuropathic Pain
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Bipolar disorder; Methhemeglobinemia; Acquired methemoglobinemia,Neurological deficits associated with OP exposure
DB00641,C25H38O5,Simvastatin,HMDH,Epilepsy; Hypercholesterolaemia,Prostate cancer
DB06555,C30H31FN2O,Siramesine,ADA1A; ADA1B; ADA1D,Depression; Anxiety,Fungal infections
DB01418,C19H15NO6,Acenocoumarol,VKOR1,Thrombosis,"Chronic inflammatory diseases (e.g., atopic dermatitis and psoriasis)"
DB01110,C18H14Cl4N2O,Miconazole,CP51,Fungal infection,Candida infections
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea; Coronavirus Disease 2019 (COVID-19),Atherosclerosis
DB09238,C35H38N4O6,Manidipine,CYSP,Hypertension,Human cytomegalovirus (HCMV) infections
DB09074,C24H23FN4O3,Olaparib,PARP,Ovarian cancer; Pancreatic cancer; Prostate cancer,Sepsis
DB00811,C8H12N4O5,Ribavirin,IMDH1,Hepatitis C virus infection,Type I diabetes
DB01254,C22H26ClN7O2S,Dasatinib,SRC; LCK; FYN; BCR; ABL1,Chronic myelogenous leukaemia; Multiple myeloma,Type III EBV+ B cell malignancies
DB07954,C10H14N4O2,3-isobutyl-1-methyl-7H-xanthine,AA2BR; PDE4B; PDE4D; PDE5A; PDE4A; AA2AR; AA1R; AA3R; PDE2A; PDE3A,Chronic obstructive pulmonary disease; Bronchial Asthma,Dedifferentiated liposarcoma
DB12422,C6H11NOS2,Sulforaphane,Nrf2,Solid tumour/cancer,Ovarian cancer
DB12834,C7H11N3O3,Secnidazole,Anaerobic microorganisms,Pseudomonas aeruginosa; Bacterial vaginosis; Amoebiasis,Pseudomonas aeruginosa Infection
DB00675,C26H29NO,Tamoxifen,ESR1,Breast cancer,Schistosomiasis
DB04835,C29H41F2N5O,Maraviroc,CCR5,Human immunodeficiency virus infection; Chronic obstructive pulmonary disease,Metastatic triple-negative breast cancer
DB05766,,Norclozapine,ACM1,Schizophrenia,Dengue Virus
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Depression,Alzheimer's disease (AD)
DB12466,C5H4FN3O2,Favipiravir,RPOA; RPOB; RPOC; RPOZ,Influenza virus infection,Type I diabetes
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malaria,Acute myeloid leukemia
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic rhinitis; Exercise-induced bronchospasm; Asthma,SARS-CoV-2
DB01091,C23H27N,Butenafine,ERG1,Dermatologic infection,Visceral Leishmaniasis
DB00540,C19H21N,Nortriptyline,SC6A4,Bladder cancer; Depression,Multiple myeloma
DB00412,C18H19N3O3S,Rosiglitazone,PPAR-?3,Diabete,Human adenoviruses (HAdVs
DB00975,C24H40N8O4,Dipyridamole,PDE5A,Hypertension,Lymphoid neoplasms
DB00786,C15H29N3O5,Marimastat,MMP1; MMP2; MMP7,Pancreatic cancer; Lung cancer; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic rhinitis; Exercise-induced bronchospasm; Asthma,SARS-CoV-2
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Cervical cancer
DB00675,C26H29NO,Tamoxifen,ESR1,Breast cancer,Immune-mediated diseases
DB01117,C22H19ClO3,Atovaquone,PYRD,Pneumocystis pneumonia; Fungal infection,Triple-negative breast cancer (TNBC)
DB08901,C29H27F3N6O,Ponatinib,RET; FLT3; KIT; ABL1; BCR,Acute lymphoblastic leukaemia; Chronic myeloid leukemia,Tumor
DB08865,C21H22Cl2FN5O,Crizotinib,MET; ALK; ROS1,Non-small-cell lung cancer,Gram-Positive Bacteria
DB00912,C27H36N2O4,Repaglinide,ABCC8; ABCC9,Diabetic complication,Glioblastoma multiforme
DB00481,C28H27NO4S,Raloxifene,ESR1,Osteoporosis,Liver Cancer
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis; African sleeping sickness; African river blindness,SARS-CoV-2
DB08865,C21H22Cl2FN5O,Crizotinib,MET; ALK; ROS1,Non-small-cell lung cancer,Gram-Positive Bacteria
DB06292,C21H25ClO6,Dapagliflozin,SC5A2,Type-2 diabetes,Blood-brain barrier crossing ability
DB09241,C16H18ClN3S,Methylene blue,redox indicator,Acquired methemoglobinemia,Nonalcoholic fatty liver disease; steatosis and steatohepatitis
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malarial,Malignant Pleural Mesothelioma
DB00938,C25H37NO4,Salmeterol,ADRB2,Chronic obstructive pulmonary disease,Dengue Virus
DB01069,C17H20N2S,Promethazine,HRH1,Nausea,Colorectal cancer
DB00515,Cl2H6N2Pt,Cisplatin,TERT,Solid tumour/cancer; Osteosarcoma,Nosocomial pathogen Pseudomonas aeruginosa
DB00922,C14H12N6O,Levosimendan,TNNC1,Congestive heart failure; Heart failure; Cardiac output syndrome; Pulmonary hypertension,Lymphoma
DB07954,C10H14N4O2,3-isobutyl-1-methyl-7H-xanthine,AA2BR; PDE4B; PDE4D; PDE5A; PDE4A; AA2AR; AA1R; AA3R; PDE2A; PDE3A,Chronic obstructive pulmonary disease; Bronchial Asthma,Dedifferentiated liposarcoma
DB07615,C18H17NO5,Tranilast,HRH1; STS,Bronchial asthma; allergic rhinitis; Ocular allergy,Neuropathic Pain
DB09074,C24H23FN4O3,Olaparib,PARP,Ovarian cancer; Pancreatic cancer; Prostate cancer,Sepsis
DB05105,C18H18F3N3O3,Pleconaril,CAPSD,Virus infection,Type I diabetes
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Liver tissue damage associated with prostate cancer and diabetes
DB00203,C22H30N6O4S,Sildenafil,PDE5,Erectile dysfunction; Coronavirus Disease 2019 (COVID-19),Lung cancer
DB06803,C13H8Cl2N2O4,Niclosamide,Mitochondrial oxidative phosphorylation in parasites,Cestodes infection,Hepatocellular Carcinoma???HCC??¡ë
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Zika virus infection
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Cancer
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Cancer
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Chikungunya virus (CHIKV)
DB08901,C29H27F3N6O,Ponatinib,RET; FLT3; KIT; ABL1; BCR,Acute lymphoblastic leukaemia; Chronic myeloid leukemia,Tumor
DB00549,C31H33N3O6S,Zafirlukast,CLTR1,Asthma,Tuberculosis
DB00540,C19H21N,Nortriptyline,SC6A4,Bladder cancer; Depression,Multiple myeloma
DB00560,C29H39N5O8,Tigecycline,F4NA87,Skin infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB03880,C23H31N3O4S2,Batimastat,MMP3,Idiopathic pulmonary fibrosis; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB06782,C3H8OS2,Dimercaprol,Heavy metal ions,Poison intoxication,Snakebite
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Liver tissue damage associated with prostate cancer and diabetes
DB00912,C27H36N2O4,Repaglinide,ABCC8; ABCC9,Diabetic complication,Glioblastoma multiforme
DB00973,C24H21F2NO3,Ezetimibe,NPCL1,Hypercholesterolaemia,Visceral leishmaniasis
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,HCMV
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Chikungunya virus (CHIKV)
DB06290,C38H47N5O7S2,Simeprevir,POLG,Chronic HCV-1 infection,MRSA
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Liver tissue damage associated with prostate cancer and diabetes
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea; Coronavirus Disease 2019 (COVID-19),Atherosclerosis
DB09017,C15H10BrClN4S,Canagliflozin,SC5A2,Type-1 diabetes; Type-2 diabetes; Diabetic nephropathy,Blood-brain barrier crossing ability
DB00328,C19H16ClNO4,Indomethacin,PGH2,Rheumatoid arthritis,Dedifferentiated liposarcoma
DB00643,C16H13N3O3,Mebendazole,Tubulin,Worm infection,Brain tumors
DB09241,C16H18ClN3S,Methylene blue,redox indicator,Acquired methemoglobinemia,Nonalcoholic fatty liver disease; steatosis and steatohepatitis
DB00176,C15H21F3N2O2,Fluvoxamine,Serotonin reuptake,Depression,Arthritic
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Chronic Liver Thrombocytopenia; Idiopathic thrombocytopenic purpura,SARS-CoV-2
DB01418,C19H15NO6,Acenocoumarol,VKOR1,Thrombosis,"Chronic inflammatory diseases (e.g., atopic dermatitis and psoriasis)"
DB00704,C20H23NO4,Naltrexone,opioid receptors,Chronic alcoholism; Coronavirus Disease 2019 (COVID-19),Inflammatory
DB01175,C20H21FN2O,Escitalopram,SC6A4,Depression,Alzheimer's disease (AD)
DB09115,C9H5I2NO,Diiodohydroxyquinoline,cytochrome b,fungal infection; Parasitic infection,Cancer
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,HCMV
DB00564,C15H12N2O,Carbamazepine,voltage-gated sodium channels,Congestive heart failure; Hypertension; Depression; Epilepsy; Type-1 diabetes; Gastric adenocarcinoma,Epileptic encephalopathy
DB00795,C18H14N4O5S,Sulfasalazine,TNF-?¡À,Rheumatoid arthritis; Irritable bowel syndrome,Chagas disease
DB00643,C16H13N3O3,Mebendazole,Tubulin,Worm infection,Brain tumors
DB00535,C14H13N5O5S2,Cefdinir,Bacterial cell wall,Bacterial infection,Tuberculosis (TB)
DB06803,C13H8Cl2N2O4,Niclosamide,ATP synthase,Cestodes infection,Diabetesa€?induced endothelial dysfunction
DB01100,C28H29F2N3O,Pimozide,DRD2,Schizophrenia,Immunoglobulin E (IgE)-mediated MC activation and MC-mediated allergic responses
DB00608,C18H26ClN3,Chloroquine,ACKR1,Coronavirus Disease 2019 (COVID-19); Adenovirus; Malaria,Crimean-Congo hemorrhagic fever virus
DB01254,C22H26ClN7O2S,Dasatinib,SRC; LCK; FYN; BCR; ABL1,Chronic myelogenous leukaemia; Multiple myeloma,Type III EBV+ B cell malignancies
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Cervical cancer
DB00795,C18H14N4O5S,Sulfasalazine,TNF-?¡À,Rheumatoid arthritis; Irritable bowel syndrome,Chagas disease
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea; Coronavirus Disease 2019 (COVID-19),Atherosclerosis
DB06782,C3H8OS2,Dimercaprol,Heavy metal ions,Poison intoxication,Snakebite
DB11760,C19H14F2N6O,Talazoparib,PARP,Breast cancer; Psoriatic arthritis,SARS-CoV-2
DB08901,C29H27F3N6O,Ponatinib,RET; FLT3; KIT; ABL1; BCR,Chronic myeloid leukemia; Acute lymphoblastic leukaemia,KIT-mutation-bearing melanomas
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Chronic Liver Thrombocytopenia; Idiopathic thrombocytopenic purpura,SARS-CoV-2
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,Cryptococcosis
DB00284,C25H43NO18,Acarbose,alpha-glucosidase enzymes,Diabetic complication; Type-2 diabetes; Cardiovascular disease,Visceral leishmaniasis
DB00938,C25H37NO4,Salmeterol,ADRB2,Chronic obstructive pulmonary disease,Dengue Virus
DB01254,C22H26ClN7O2S,Dasatinib,SRC; LCK; FYN; BCR; ABL1,Chronic myelogenous leukaemia; Multiple myeloma,Type III EBV+ B cell malignancies
DB00795,C18H14N4O5S,Sulfasalazine,TNF-?¡À,Rheumatoid arthritis; Irritable bowel syndrome,Chagas disease
DB11760,C19H14F2N6O,Talazoparib,PARP,Breast cancer; Psoriatic arthritis,SARS-CoV-2
DB00571,C16H21NO2,Propranolol,ADRB1,Migraine,Colorectal cancer
DB06292,C21H25ClO6,Dapagliflozin,SC5A2,Type-2 diabetes,Blood-brain barrier crossing ability
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea,Quiescent and glucose-deprived clonogenic colon tumour cells
DB12834,C7H11N3O3,Secnidazole,Anaerobic microorganisms,Pseudomonas aeruginosa; Bacterial vaginosis; Amoebiasis,Pseudomonas aeruginosa Infection
DB09017,C15H10BrClN4S,Canagliflozin,SC5A2,Type-1 diabetes; Type-2 diabetes; Diabetic nephropathy,Blood-brain barrier crossing ability
DB00564,C15H12N2O,Carbamazepine,voltage-gated sodium channels,Congestive heart failure; Hypertension; Depression; Epilepsy; Type-1 diabetes; Gastric adenocarcinoma,Epileptic encephalopathy
DB00966,C33H30N4O2,Telmisartan,AGTR1,Hypertension,Chikungunya
DB06290,C38H47N5O7S2,Simeprevir,POLG,Chronic HCV-1 infection,MRSA
DB01234,C22H29FO5,Dexamethasone,GCR,Coronavirus Disease 2019 (COVID-19),Dedifferentiated liposarcoma
DB09019,C14H20Br2N2,Bromhexine,Mucin,Sjogren syndrome,Antiallodynic agent
DB11459,C43H63NO11,Selamectin,Glutamate-gated chloride channels in parasites,"Parasitic diseases such as river blindness, elephantiasis and scabies",Uveal melanoma
DB01051,C31H36N2O11,Novobiocin,TOP2A; TOP2B,Bacterial infection,Chikungunya
DB01104,C17H17Cl2N,Sertraline,SC6A4,Depression,Alzheimer's disease (AD)
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Coronavirus Disease 2019 (COVID-19),Dengue Virus
DB06282,C21H25ClN2O3,Levocetirizine,transmembrane G protein-coupled receptors; histamine H1 receptors,"Cutaneous, respiratory, and ocular allergies",Alopecia
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,HCMV
DB00328,C19H16ClNO4,Indomethacin,PGH2,Rheumatoid arthritis,Dedifferentiated liposarcoma
DB00203,C22H30N6O4S,Sildenafil,PDE5,Erectile dysfunction; Coronavirus Disease 2019 (COVID-19),Lung cancer
DB00321,C20H23N,Amitriptyline,SC6A4; SC6A2,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB01103,C23H30ClN3O,Quinacrine,PA21B,African sleeping sickness; African river blindness,SARS-CoV-2
DB04835,C29H41F2N5O,Maraviroc,CCR5,Human immunodeficiency virus infection; Chronic obstructive pulmonary disease,Metastatic triple-negative breast cancer
DB13855,C12H9N3O5,Nifuroxazide,Bacterial enzymes,Diarrhoea,Pulmonary fibrosis
DB12242,C17H19FN4O2S,AZD-7762,CHK1,Solid tumour/cancer,Degranulation of mast cells and allergic response
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea; Coronavirus Disease 2019 (COVID-19),Atherosclerosis
DB09238,C35H38N4O6,Manidipine,CYSP,Hypertension,Human cytomegalovirus (HCMV) infections
DB00746,C25H48N6O8,Deferoxamine,Iron ions,Acute iron or aluminum toxicity,Pompe disease
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB05766,,Norclozapine,ACM1,Schizophrenia,Dengue Virus
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Cancer
DB11672,C21H20O6,Curcumin,CAH2; CAH4; CAH1; CAH12; CAH14; CAH9; CAH6; PGH2; MMP9; MMP13; PGH1; A4; XDH; NOS2; CP3A4; DNM3B,Solid tumour/cancer,Ovarian cancer
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic rhinitis; Exercise-induced bronchospasm; Asthma,SARS-CoV-2
DB00495,C10H13N5O4,Zidovudine,FLT3; POL,Human immunodeficiency virus infection,Multidrug-resistant (MDR) Enterobacterales
DB09241,C16H18ClN3S,Methylene blue,redox indicator,Acquired methemoglobinemia,Nonalcoholic fatty liver disease; steatosis and steatohepatitis
DB06712,C19H19N3O6,Nilvadipine,CAC1C; CAC1D,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB09241,C16H18ClN3S,Methylene blue,redox indicator,Acquired methemoglobinemia,Nonalcoholic fatty liver disease; steatosis and steatohepatitis
DB12422,C6H11NOS2,Sulforaphane,Nrf2,Solid tumour/cancer,Ovarian cancer
DB01234,C22H29FO5,Dexamethasone,GCR,Coronavirus Disease 2019 (COVID-19),Dedifferentiated liposarcoma
DB00675,C26H29NO,Tamoxifen,ESR1,Breast cancer,Immune-mediated diseases
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,Cryptococcosis
DB00495,C10H13N5O4,Zidovudine,FLT3; POL,Human immunodeficiency virus infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Depression,Neuroendocrine prostate cancer
DB12422,C6H11NOS2,Sulforaphane,Nrf2,Solid tumour/cancer,Ovarian cancer
DB11526,C28H30N6OS,Masitinib,SRC,Amyotrophic lateral sclerosis; Metastatic gastric or gastroesophageal junction cancer; Multiple sclerosis; Gastrointestinal stromal tumour; Ovarian cancer; Pancreatic cancer,COVID-19
DB09241,C16H18ClN3S,Methylene blue,redox indicator,Acquired methemoglobinemia,Nonalcoholic fatty liver disease; steatosis and steatohepatitis
DB01091,C23H27N,Butenafine,ERG1,Dermatologic infection,Visceral Leishmaniasis
DB00973,C24H21F2NO3,Ezetimibe,NPCL1,Hypercholesterolaemia,Visceral leishmaniasis
DB01051,C31H36N2O11,Novobiocin,TOP2A; TOP2B,Bacterial infection,Chikungunya
DB00602,C95H146O28,Lvermectin,Glutamate-gated chloride channels in parasites,Parasitic infestations,Covid-19
DB11459,C43H63NO11,Selamectin,Glutamate-gated chloride channels in parasites,"Parasitic diseases such as river blindness, elephantiasis and scabies",Uveal melanoma
DB01407,C12H18Cl2N2O,Clenbuterol,ADRB2,Asthma; Chronic breathing disorder,Down syndrome
DB00540,C19H21N,Nortriptyline,SC6A4,Bladder cancer; Depression,Multiple myeloma
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Coronavirus Disease 2019 (COVID-19),Dengue Virus
DB00284,C25H43NO18,Acarbose,alpha-glucosidase enzymes,Diabetic complication; Type-2 diabetes; Cardiovascular disease,Visceral leishmaniasis
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic disease; Asthma,Pancreatic cancer
DB07954,C10H14N4O2,3-isobutyl-1-methyl-7H-xanthine,AA2BR; PDE4B; PDE4D; PDE5A; PDE4A; AA2AR; AA1R; AA3R; PDE2A; PDE3A,Chronic obstructive pulmonary disease; Bronchial Asthma,Dedifferentiated liposarcoma
DB06555,C30H31FN2O,Siramesine,ADA1A; ADA1B; ADA1D,Depression; Anxiety,Fungal infections
DB00571,C16H21NO2,Propranolol,ADRB1,Migraine,Colorectal cancer
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Bipolar disorder; Methhemeglobinemia; Acquired methemoglobinemia,Neurological deficits associated with OP exposure
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB01167,C35H38Cl2N8O4,Itraconazole,CP51,Fungal infection,Visceral leishmaniasis
DB05105,C18H18F3N3O3,Pleconaril,CAPSD,Virus infection,Type I diabetes
DB06803,C13H8Cl2N2O4,Niclosamide,Mitochondrial oxidative phosphorylation in parasites,Cestodes infection,Hepatocellular Carcinoma???HCC??¡ë
DB00481,C28H27NO4S,Raloxifene,ESR1,Osteoporosis,Liver Cancer
DB01103,C23H30ClN3O,Quinacrine,PA21B,African sleeping sickness; African river blindness,SARS-CoV-2
DB00313,C8H16O2,Valproic acid,GSK3A,Epilepsy; Hypercholesterolemia; Coronavirus Disease 2019 (COVID-19),Prostate cancer
DB00495,C10H13N5O4,Zidovudine,FLT3; POL,Human immunodeficiency virus infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB11619,C21H24O2,Gestrinone,ESR1,Endometriosis; Breast cancer,Gynecological cancers
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Cancer
DB00203,C22H30N6O4S,Sildenafil,PDE5,Erectile dysfunction; Coronavirus Disease 2019 (COVID-19),Lung cancer
DB08604,C12H7Cl3O2,Triclosan,Q965D5,Malaria,Prostate cancer
DB04835,C29H41F2N5O,Maraviroc,CCR5,Human immunodeficiency virus infection; Chronic obstructive pulmonary disease,Metastatic triple-negative breast cancer
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea,Quiescent and glucose-deprived clonogenic colon tumour cells
DB00973,C24H21F2NO3,Ezetimibe,NPCL1,Hypercholesterolaemia,Visceral leishmaniasis
DB00540,C19H21N,Nortriptyline,SC6A4,Bladder cancer; Depression,Multiple myeloma
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Gastric cancer
DB09074,C24H23FN4O3,Olaparib,PARP,Ovarian cancer; Pancreatic cancer; Prostate cancer,Sepsis
DB00726,C20H26N2,Trimipramine,SC6A2,Depression,Small cell lung cancer (SCLC)
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Depression,Alzheimer's disease (AD)
DB09238,C35H38N4O6,Manidipine,CYSP,Hypertension,Human cytomegalovirus (HCMV) infections
DB00176,C15H21F3N2O2,Fluvoxamine,Serotonin reuptake,Depression,Arthritic
DB08882,C25H28N8O2,Linagliptin,DPP4,Type-2 diabetes,Colorectal cancer
DB07348,C16H24O4,Brefeldin A,CRISPR/Cas9 activator; HSV-1,Anticancer; antiviral,Inflammatory bowel disease
DB00788,C14H14O3,Naproxen,PGH2; PGH1,Osteoarthritis; Pain,Influenza A virus.
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malaria,Acute myeloid leukemia
DB01100,C28H29F2N3O,Pimozide,DRD2,Schizophrenia,Immunoglobulin E (IgE)-mediated MC activation and MC-mediated allergic responses
DB00786,C15H29N3O5,Marimastat,MMP1; MMP2; MMP7,Pancreatic cancer; Lung cancer; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB00602,C95H146O28,Ivermectin,GABA,Onchocerciasis,Tegumentary leishmaniasis
DB00828,C3H7O4P,Fosfomycin,MURA,Bacterial infection,Multidrug-resistant (MDR) Enterobacterales
DB00828,C3H7O4P,Fosfomycin,MURA,Bacterial infection,Multidrug-resistant (MDR) Enterobacterales
DB03880,C23H31N3O4S2,Batimastat,MMP3,Idiopathic pulmonary fibrosis; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB01076,C33H35FN2O5,Atorvastatin,HMDH,Cardiovascular disease,Vulvovaginal and oral candidiasis
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB00176,C15H21F3N2O2,Fluvoxamine,Serotonin reuptake,Depression,Arthritic
DB09019,C14H20Br2N2,Bromhexine,Mucin,Sjogren syndrome,Antiallodynic agent
DB06292,C21H25ClO6,Empagliflozin,SC5A2,Type-1 diabetes,Blood-brain barrier crossing ability
